patch_20286776 install log: 
backing up /brmapp/portal/7.5/bin/pin_opspec_to_schema_v2, /brmapp/portal/7.5/bin/pin_opspec_to_schema_v2.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/pin_opspec_to_schema_v2 
backing up /brmapp/portal/7.5/bin/stop_eai_js, /brmapp/portal/7.5/bin/stop_eai_js.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/stop_eai_js 
backing up /brmapp/portal/7.5/bin/load_pin_config_export_gl, /brmapp/portal/7.5/bin/load_pin_config_export_gl.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/load_pin_config_export_gl 
backing up /brmapp/portal/7.5/bin/load_pin_notify, /brmapp/portal/7.5/bin/load_pin_notify.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/load_pin_notify 
backing up /brmapp/portal/7.5/bin/load_pin_ach, /brmapp/portal/7.5/bin/load_pin_ach.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/load_pin_ach 
backing up /brmapp/portal/7.5/bin/infmgr_cli, /brmapp/portal/7.5/bin/infmgr_cli.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/infmgr_cli 
backing up /brmapp/portal/7.5/bin/load_pin_config_business_type, /brmapp/portal/7.5/bin/load_pin_config_business_type.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/load_pin_config_business_type 
backing up /brmapp/portal/7.5/bin/load_pin_suspense_reason_code, /brmapp/portal/7.5/bin/load_pin_suspense_reason_code.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/load_pin_suspense_reason_code 
backing up /brmapp/portal/7.5/bin/pin_inv_send, /brmapp/portal/7.5/bin/pin_inv_send.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/pin_inv_send 
backing up /brmapp/portal/7.5/bin/start_cmmp, /brmapp/portal/7.5/bin/start_cmmp.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/start_cmmp 
backing up /brmapp/portal/7.5/bin/load_pin_rum, /brmapp/portal/7.5/bin/load_pin_rum.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/load_pin_rum 
backing up /brmapp/portal/7.5/bin/parse_custom_ops_fields.pl, /brmapp/portal/7.5/bin/parse_custom_ops_fields.pl.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/parse_custom_ops_fields.pl 
backing up /brmapp/portal/7.5/bin/pin_clean_rsvns, /brmapp/portal/7.5/bin/pin_clean_rsvns.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/pin_clean_rsvns 
backing up /brmapp/portal/7.5/bin/pin_ra_check_thresholds, /brmapp/portal/7.5/bin/pin_ra_check_thresholds.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/pin_ra_check_thresholds 
backing up /brmapp/portal/7.5/bin/pin_export_price, /brmapp/portal/7.5/bin/pin_export_price.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/pin_export_price 
backing up /brmapp/portal/7.5/bin/pin_deploy, /brmapp/portal/7.5/bin/pin_deploy.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/pin_deploy 
backing up /brmapp/portal/7.5/bin/pin_bill_month, /brmapp/portal/7.5/bin/pin_bill_month.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/pin_bill_month 
backing up /brmapp/portal/7.5/bin/load_pin_service_framework_permitted_service_types, /brmapp/portal/7.5/bin/load_pin_service_framework_permitted_service_types.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/load_pin_service_framework_permitted_service_types 
backing up /brmapp/portal/7.5/bin/load_pin_glchartaccts, /brmapp/portal/7.5/bin/load_pin_glchartaccts.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/load_pin_glchartaccts 
backing up /brmapp/portal/7.5/bin/load_pin_suspense_override_reason, /brmapp/portal/7.5/bin/load_pin_suspense_override_reason.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/load_pin_suspense_override_reason 
backing up /brmapp/portal/7.5/bin/pin_get_results, /brmapp/portal/7.5/bin/pin_get_results.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/pin_get_results 
backing up /brmapp/portal/7.5/bin/load_pin_invoice_data_map, /brmapp/portal/7.5/bin/load_pin_invoice_data_map.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/load_pin_invoice_data_map 
backing up /brmapp/portal/7.5/bin/load_config_item_types, /brmapp/portal/7.5/bin/load_config_item_types.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/load_config_item_types 
backing up /brmapp/portal/7.5/bin/load_config_item_tags, /brmapp/portal/7.5/bin/load_config_item_tags.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/load_config_item_tags 
backing up /brmapp/portal/7.5/bin/load_transition_type, /brmapp/portal/7.5/bin/load_transition_type.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/load_transition_type 
backing up /brmapp/portal/7.5/bin/dm_email, /brmapp/portal/7.5/bin/dm_email.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/dm_email 
backing up /brmapp/portal/7.5/bin/dm_invoice, /brmapp/portal/7.5/bin/dm_invoice.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/dm_invoice 
backing up /brmapp/portal/7.5/bin/pin_ledger_report, /brmapp/portal/7.5/bin/pin_ledger_report.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/pin_ledger_report 
backing up /brmapp/portal/7.5/bin/start_dm_eai, /brmapp/portal/7.5/bin/start_dm_eai.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/start_dm_eai 
backing up /brmapp/portal/7.5/bin/pin_refund, /brmapp/portal/7.5/bin/pin_refund.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/pin_refund 
backing up /brmapp/portal/7.5/bin/pin_inv_accts, /brmapp/portal/7.5/bin/pin_inv_accts.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/pin_inv_accts 
backing up /brmapp/portal/7.5/bin/pin_deposit, /brmapp/portal/7.5/bin/pin_deposit.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/pin_deposit 
backing up /brmapp/portal/7.5/bin/load_pin_config_controlpoint_link, /brmapp/portal/7.5/bin/load_pin_config_controlpoint_link.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/load_pin_config_controlpoint_link 
backing up /brmapp/portal/7.5/bin/pin_history_on, /brmapp/portal/7.5/bin/pin_history_on.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/pin_history_on 
backing up /brmapp/portal/7.5/bin/pin_uei_deploy, /brmapp/portal/7.5/bin/pin_uei_deploy.20286776.bak 
deploying affected file /brmapp/portal/7.5/bin/pin_uei_deploy 
backing up /brmapp/portal/7.5/lib/fm_gsm.so, /brmapp/portal/7.5/lib/fm_gsm.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/fm_gsm.so 
backing up /brmapp/portal/7.5/lib/libpcmext.so, /brmapp/portal/7.5/lib/libpcmext.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/libpcmext.so 
backing up /brmapp/portal/7.5/lib/libpin_crypt_aes4dm.so, /brmapp/portal/7.5/lib/libpin_crypt_aes4dm.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/libpin_crypt_aes4dm.so 
backing up /brmapp/portal/7.5/lib/libdmpin64.so, /brmapp/portal/7.5/lib/libdmpin64.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/libdmpin64.so 
backing up /brmapp/portal/7.5/lib/fm_subscription_pol.so, /brmapp/portal/7.5/lib/fm_subscription_pol.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/fm_subscription_pol.so 
backing up /brmapp/portal/7.5/lib/fm_bill_pol.so, /brmapp/portal/7.5/lib/fm_bill_pol.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/fm_bill_pol.so 
backing up /brmapp/portal/7.5/lib/fm_ifw_sync.so, /brmapp/portal/7.5/lib/fm_ifw_sync.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/fm_ifw_sync.so 
backing up /brmapp/portal/7.5/lib/libpsiu.a, /brmapp/portal/7.5/lib/libpsiu.a.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/libpsiu.a 
backing up /brmapp/portal/7.5/lib/libdmpin.so, /brmapp/portal/7.5/lib/libdmpin.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/libdmpin.so 
backing up /brmapp/portal/7.5/lib/libpin_crypt_aes4qm.so, /brmapp/portal/7.5/lib/libpin_crypt_aes4qm.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/libpin_crypt_aes4qm.so 
backing up /brmapp/portal/7.5/lib/libportal.so, /brmapp/portal/7.5/lib/libportal.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/libportal.so 
backing up /brmapp/portal/7.5/lib/libpcmcpp6064.so, /brmapp/portal/7.5/lib/libpcmcpp6064.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/libpcmcpp6064.so 
backing up /brmapp/portal/7.5/lib/libpcp.a, /brmapp/portal/7.5/lib/libpcp.a.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/libpcp.a 
backing up /brmapp/portal/7.5/lib/libLoadValidFinancial.so, /brmapp/portal/7.5/lib/libLoadValidFinancial.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/libLoadValidFinancial.so 
backing up /brmapp/portal/7.5/lib/fm_custcare.so, /brmapp/portal/7.5/lib/fm_custcare.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/fm_custcare.so 
backing up /brmapp/portal/7.5/lib/libcm_hash.so, /brmapp/portal/7.5/lib/libcm_hash.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/libcm_hash.so 
backing up /brmapp/portal/7.5/lib/libpcmext64.so, /brmapp/portal/7.5/lib/libpcmext64.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/libpcmext64.so 
backing up /brmapp/portal/7.5/lib/fm_filter_set.so, /brmapp/portal/7.5/lib/fm_filter_set.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/fm_filter_set.so 
backing up /brmapp/portal/7.5/lib/fm_device_pol.so, /brmapp/portal/7.5/lib/fm_device_pol.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/fm_device_pol.so 
backing up /brmapp/portal/7.5/lib/fm_cust.so, /brmapp/portal/7.5/lib/fm_cust.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/fm_cust.so 
backing up /brmapp/portal/7.5/lib/fm_remit.so, /brmapp/portal/7.5/lib/fm_remit.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/fm_remit.so 
backing up /brmapp/portal/7.5/lib/libSCR.so, /brmapp/portal/7.5/lib/libSCR.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/libSCR.so 
backing up /brmapp/portal/7.5/lib/libLoadValidSLM.so, /brmapp/portal/7.5/lib/libLoadValidSLM.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/libLoadValidSLM.so 
backing up /brmapp/portal/7.5/lib/libpin_cc_internal.a, /brmapp/portal/7.5/lib/libpin_cc_internal.a.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/libpin_cc_internal.a 
backing up /brmapp/portal/7.5/lib/fm_cust_pol.so, /brmapp/portal/7.5/lib/fm_cust_pol.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/fm_cust_pol.so 
backing up /brmapp/portal/7.5/lib/fm_global_search_stub.so, /brmapp/portal/7.5/lib/fm_global_search_stub.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/fm_global_search_stub.so 
backing up /brmapp/portal/7.5/lib/fm_global_search.so, /brmapp/portal/7.5/lib/fm_global_search.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/fm_global_search.so 
backing up /brmapp/portal/7.5/lib/fm_bill.so, /brmapp/portal/7.5/lib/fm_bill.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/fm_bill.so 
backing up /brmapp/portal/7.5/lib/fm_inv.so, /brmapp/portal/7.5/lib/fm_inv.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/fm_inv.so 
backing up /brmapp/portal/7.5/lib/aes.so, /brmapp/portal/7.5/lib/aes.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/aes.so 
backing up /brmapp/portal/7.5/lib/fm_prov.so, /brmapp/portal/7.5/lib/fm_prov.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/fm_prov.so 
backing up /brmapp/portal/7.5/lib/libportal64.so, /brmapp/portal/7.5/lib/libportal64.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/libportal64.so 
backing up /brmapp/portal/7.5/lib/libBAS64.so, /brmapp/portal/7.5/lib/libBAS64.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/libBAS64.so 
backing up /brmapp/portal/7.5/lib/fm_pymt.so, /brmapp/portal/7.5/lib/fm_pymt.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/fm_pymt.so 
backing up /brmapp/portal/7.5/lib/pcmdd.so, /brmapp/portal/7.5/lib/pcmdd.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/pcmdd.so 
backing up /brmapp/portal/7.5/lib/fm_device.so, /brmapp/portal/7.5/lib/fm_device.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/fm_device.so 
backing up /brmapp/portal/7.5/lib/fm_offer_profile.so, /brmapp/portal/7.5/lib/fm_offer_profile.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/fm_offer_profile.so 
backing up /brmapp/portal/7.5/lib/fm_gl.so, /brmapp/portal/7.5/lib/fm_gl.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/fm_gl.so 
backing up /brmapp/portal/7.5/lib/fm_gl_pol.so, /brmapp/portal/7.5/lib/fm_gl_pol.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/fm_gl_pol.so 
backing up /brmapp/portal/7.5/lib/libpcm.a, /brmapp/portal/7.5/lib/libpcm.a.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/libpcm.a 
backing up /brmapp/portal/7.5/lib/fm_remit_pol.so, /brmapp/portal/7.5/lib/fm_remit_pol.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/fm_remit_pol.so 
backing up /brmapp/portal/7.5/lib/fm_process_audit.so, /brmapp/portal/7.5/lib/fm_process_audit.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/fm_process_audit.so 
backing up /brmapp/portal/7.5/lib/libpin_crypt4dm.so, /brmapp/portal/7.5/lib/libpin_crypt4dm.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/libpin_crypt4dm.so 
backing up /brmapp/portal/7.5/lib/libxalan-c.so, /brmapp/portal/7.5/lib/libxalan-c.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/libxalan-c.so 
backing up /brmapp/portal/7.5/lib/libpin_cc.so, /brmapp/portal/7.5/lib/libpin_cc.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/libpin_cc.so 
backing up /brmapp/portal/7.5/lib/portal_op_flds.dat, /brmapp/portal/7.5/lib/portal_op_flds.dat.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/portal_op_flds.dat 
backing up /brmapp/portal/7.5/lib/fm_perm.so, /brmapp/portal/7.5/lib/fm_perm.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/fm_perm.so 
backing up /brmapp/portal/7.5/lib/fm_publish.so, /brmapp/portal/7.5/lib/fm_publish.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/fm_publish.so 
backing up /brmapp/portal/7.5/lib/libLoadValidCollections.so, /brmapp/portal/7.5/lib/libLoadValidCollections.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/libLoadValidCollections.so 
backing up /brmapp/portal/7.5/lib/libpin_crypt4qm.so, /brmapp/portal/7.5/lib/libpin_crypt4qm.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/libpin_crypt4qm.so 
backing up /brmapp/portal/7.5/lib/libpinlog.a, /brmapp/portal/7.5/lib/libpinlog.a.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/libpinlog.a 
backing up /brmapp/portal/7.5/lib/libpin_crypt_sha1.so, /brmapp/portal/7.5/lib/libpin_crypt_sha1.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/libpin_crypt_sha1.so 
backing up /brmapp/portal/7.5/lib/fm_bal.so, /brmapp/portal/7.5/lib/fm_bal.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/fm_bal.so 
backing up /brmapp/portal/7.5/lib/fm_bill_utils.so, /brmapp/portal/7.5/lib/fm_bill_utils.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/fm_bill_utils.so 
backing up /brmapp/portal/7.5/lib/fm_gsm_pol.so, /brmapp/portal/7.5/lib/fm_gsm_pol.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/fm_gsm_pol.so 
backing up /brmapp/portal/7.5/lib/fm_collections.so, /brmapp/portal/7.5/lib/fm_collections.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/fm_collections.so 
backing up /brmapp/portal/7.5/lib/fm_rerate.so, /brmapp/portal/7.5/lib/fm_rerate.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/fm_rerate.so 
backing up /brmapp/portal/7.5/lib/fm_rate.so, /brmapp/portal/7.5/lib/fm_rate.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/fm_rate.so 
backing up /brmapp/portal/7.5/lib/libcm_main.so, /brmapp/portal/7.5/lib/libcm_main.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/libcm_main.so 
backing up /brmapp/portal/7.5/lib/fm_pymt_pol.so, /brmapp/portal/7.5/lib/fm_pymt_pol.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/fm_pymt_pol.so 
backing up /brmapp/portal/7.5/lib/fm_batch_suspense.so, /brmapp/portal/7.5/lib/fm_batch_suspense.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/fm_batch_suspense.so 
backing up /brmapp/portal/7.5/lib/fm_stub.so, /brmapp/portal/7.5/lib/fm_stub.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/fm_stub.so 
backing up /brmapp/portal/7.5/lib/fm_ifw_sync_pol.so, /brmapp/portal/7.5/lib/fm_ifw_sync_pol.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/fm_ifw_sync_pol.so 
backing up /brmapp/portal/7.5/lib/libxalanMsg.so, /brmapp/portal/7.5/lib/libxalanMsg.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/libxalanMsg.so 
backing up /brmapp/portal/7.5/lib/fm_inv_pol.so, /brmapp/portal/7.5/lib/fm_inv_pol.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/fm_inv_pol.so 
backing up /brmapp/portal/7.5/lib/libLoadValidTCFAAA.so, /brmapp/portal/7.5/lib/libLoadValidTCFAAA.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/libLoadValidTCFAAA.so 
backing up /brmapp/portal/7.5/lib/fm_tcf.so, /brmapp/portal/7.5/lib/fm_tcf.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/fm_tcf.so 
backing up /brmapp/portal/7.5/lib/fm_adu_pol.so, /brmapp/portal/7.5/lib/fm_adu_pol.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/fm_adu_pol.so 
backing up /brmapp/portal/7.5/lib/libpin_crypt_aes4dm64.so, /brmapp/portal/7.5/lib/libpin_crypt_aes4dm64.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/libpin_crypt_aes4dm64.so 
backing up /brmapp/portal/7.5/lib/libLoadValidRating.so, /brmapp/portal/7.5/lib/libLoadValidRating.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/libLoadValidRating.so 
backing up /brmapp/portal/7.5/lib/pcmif.so, /brmapp/portal/7.5/lib/pcmif.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/pcmif.so 
backing up /brmapp/portal/7.5/lib/libpsiu_for_cm.a, /brmapp/portal/7.5/lib/libpsiu_for_cm.a.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/libpsiu_for_cm.a 
backing up /brmapp/portal/7.5/lib/libxercesc.so, /brmapp/portal/7.5/lib/libxercesc.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/libxercesc.so 
backing up /brmapp/portal/7.5/lib/fm_reserve_pol.so, /brmapp/portal/7.5/lib/fm_reserve_pol.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/fm_reserve_pol.so 
backing up /brmapp/portal/7.5/lib/fm_sdk.so, /brmapp/portal/7.5/lib/fm_sdk.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/fm_sdk.so 
backing up /brmapp/portal/7.5/lib/libcmpin.so, /brmapp/portal/7.5/lib/libcmpin.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/libcmpin.so 
backing up /brmapp/portal/7.5/lib/libpinsys.a, /brmapp/portal/7.5/lib/libpinsys.a.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/libpinsys.a 
backing up /brmapp/portal/7.5/lib/fm_zonemap_pol.so, /brmapp/portal/7.5/lib/fm_zonemap_pol.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/fm_zonemap_pol.so 
backing up /brmapp/portal/7.5/lib/fm_monitor.so, /brmapp/portal/7.5/lib/fm_monitor.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/fm_monitor.so 
backing up /brmapp/portal/7.5/lib/libpcmcpp60.so, /brmapp/portal/7.5/lib/libpcmcpp60.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/libpcmcpp60.so 
backing up /brmapp/portal/7.5/lib/libmta.a, /brmapp/portal/7.5/lib/libmta.a.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/libmta.a 
backing up /brmapp/portal/7.5/lib/libpin_crypt_aes.so, /brmapp/portal/7.5/lib/libpin_crypt_aes.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/libpin_crypt_aes.so 
backing up /brmapp/portal/7.5/lib/fm_prov_pol.so, /brmapp/portal/7.5/lib/fm_prov_pol.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/fm_prov_pol.so 
backing up /brmapp/portal/7.5/lib/fm_tcf_pol.so, /brmapp/portal/7.5/lib/fm_tcf_pol.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/fm_tcf_pol.so 
backing up /brmapp/portal/7.5/lib/libBAS.so, /brmapp/portal/7.5/lib/libBAS.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/libBAS.so 
backing up /brmapp/portal/7.5/lib/fm_delivery.so, /brmapp/portal/7.5/lib/fm_delivery.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/fm_delivery.so 
backing up /brmapp/portal/7.5/lib/libpin_crypt.so, /brmapp/portal/7.5/lib/libpin_crypt.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/libpin_crypt.so 
backing up /brmapp/portal/7.5/lib/fm_collections_pol.so, /brmapp/portal/7.5/lib/fm_collections_pol.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/fm_collections_pol.so 
backing up /brmapp/portal/7.5/lib/fm_act.so, /brmapp/portal/7.5/lib/fm_act.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/fm_act.so 
backing up /brmapp/portal/7.5/lib/fm_search.so, /brmapp/portal/7.5/lib/fm_search.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/fm_search.so 
backing up /brmapp/portal/7.5/lib/fm_group.so, /brmapp/portal/7.5/lib/fm_group.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/fm_group.so 
backing up /brmapp/portal/7.5/lib/fm_ar_pol.so, /brmapp/portal/7.5/lib/fm_ar_pol.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/fm_ar_pol.so 
backing up /brmapp/portal/7.5/lib/fm_price.so, /brmapp/portal/7.5/lib/fm_price.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/fm_price.so 
backing up /brmapp/portal/7.5/lib/libpin_crypt4dm64.so, /brmapp/portal/7.5/lib/libpin_crypt4dm64.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/libpin_crypt4dm64.so 
backing up /brmapp/portal/7.5/lib/fm_asm.so, /brmapp/portal/7.5/lib/fm_asm.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/fm_asm.so 
backing up /brmapp/portal/7.5/lib/fm_utils.so, /brmapp/portal/7.5/lib/fm_utils.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/fm_utils.so 
backing up /brmapp/portal/7.5/lib/fm_adu.so, /brmapp/portal/7.5/lib/fm_adu.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/fm_adu.so 
backing up /brmapp/portal/7.5/lib/fm_ums.so, /brmapp/portal/7.5/lib/fm_ums.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/fm_ums.so 
backing up /brmapp/portal/7.5/lib/fm_subscription.so, /brmapp/portal/7.5/lib/fm_subscription.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/fm_subscription.so 
backing up /brmapp/portal/7.5/lib/fm_act_pol.so, /brmapp/portal/7.5/lib/fm_act_pol.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/fm_act_pol.so 
backing up /brmapp/portal/7.5/lib/fm_price_pol.so, /brmapp/portal/7.5/lib/fm_price_pol.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/fm_price_pol.so 
backing up /brmapp/portal/7.5/lib/fm_ar.so, /brmapp/portal/7.5/lib/fm_ar.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/fm_ar.so 
backing up /brmapp/portal/7.5/lib/fm_gel.so, /brmapp/portal/7.5/lib/fm_gel.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/fm_gel.so 
backing up /brmapp/portal/7.5/lib/fm_bal_pol.so, /brmapp/portal/7.5/lib/fm_bal_pol.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/fm_bal_pol.so 
backing up /brmapp/portal/7.5/lib/fm_process_audit_pol_create.so, /brmapp/portal/7.5/lib/fm_process_audit_pol_create.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/fm_process_audit_pol_create.so 
backing up /brmapp/portal/7.5/lib/fm_zonemap.so, /brmapp/portal/7.5/lib/fm_zonemap.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/fm_zonemap.so 
backing up /brmapp/portal/7.5/lib/libloadutils.so, /brmapp/portal/7.5/lib/libloadutils.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/libloadutils.so 
backing up /brmapp/portal/7.5/lib/fm_reserve.so, /brmapp/portal/7.5/lib/fm_reserve.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/fm_reserve.so 
backing up /brmapp/portal/7.5/lib/fm_trans_pol.so, /brmapp/portal/7.5/lib/fm_trans_pol.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/fm_trans_pol.so 
backing up /brmapp/portal/7.5/lib/libregex.a, /brmapp/portal/7.5/lib/libregex.a.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/libregex.a 
backing up /brmapp/portal/7.5/lib/libADT.so, /brmapp/portal/7.5/lib/libADT.so.20286776.bak 
deploying affected file /brmapp/portal/7.5/lib/libADT.so 
backing up /brmapp/portal/7.5/lib/fm_rate_pol.so, /brmapp/portal/7.5/lib/fm_rate_pol.so.20286776.bak 
